,merchant_category_code_cat,merchant_category_code_previoustransaction_cat,zipcode_cat,zipcode_previoustransaction_cat,transaction_value_cat,transaction_value_previoustransaction_cat,pos_entry,creditcard_limit_cat,brand_visa_mastercard_cat,type_of_creditcard_cat,fraudscore_cat,type_person_cat,trans_nacional_cat,numb_of_installments_cat,transactionspeed_cat,dif_fraudscore_cat,transaction_limit_cat,TARGET
0,9.0,22.0,3.0,3.0,6.0,6.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
1,22.0,22.0,3.0,3.0,7.0,7.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
2,22.0,22.0,3.0,3.0,7.0,7.0,2.0,6.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0,5.0,0.0,1
3,9.0,0.0,2.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
4,15.0,9.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5,6.0,0.0,2.0,0.0,9.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
6,6.0,13.0,3.0,3.0,3.0,2.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
7,6.0,6.0,3.0,3.0,6.0,3.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0
8,13.0,0.0,5.0,0.0,4.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
9,9.0,0.0,4.0,0.0,3.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
10,16.0,9.0,4.0,4.0,4.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
11,22.0,16.0,4.0,4.0,5.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0
12,4.0,22.0,4.0,4.0,9.0,5.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
13,9.0,0.0,4.0,0.0,4.0,1.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
14,9.0,9.0,4.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0
15,15.0,6.0,1.0,1.0,4.0,2.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
16,15.0,15.0,1.0,1.0,3.0,4.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
17,6.0,15.0,4.0,1.0,8.0,3.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
18,14.0,22.0,1.0,4.0,7.0,4.0,2.0,8.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0
19,6.0,0.0,2.0,0.0,5.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
20,13.0,0.0,8.0,0.0,4.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
21,9.0,0.0,8.0,0.0,7.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
22,9.0,9.0,8.0,8.0,9.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,0
23,6.0,9.0,8.0,8.0,6.0,9.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
24,22.0,6.0,8.0,8.0,5.0,6.0,2.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,5.0,0.0,0
25,0.0,22.0,8.0,8.0,9.0,5.0,2.0,7.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,5.0,0.0,0
26,7.0,0.0,1.0,0.0,5.0,1.0,1.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
27,9.0,0.0,3.0,0.0,8.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
28,9.0,9.0,3.0,3.0,7.0,8.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0
29,7.0,0.0,2.0,0.0,5.0,1.0,1.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
30,22.0,6.0,2.0,2.0,6.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
31,9.0,0.0,7.0,0.0,8.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
32,13.0,0.0,8.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
33,13.0,15.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,7.0,1.0,0.0,1.0,3.0,5.0,0.0,0
34,22.0,0.0,4.0,0.0,6.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
35,22.0,0.0,7.0,0.0,7.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
36,6.0,0.0,1.0,0.0,7.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
37,13.0,0.0,1.0,0.0,6.0,1.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
38,7.0,13.0,2.0,1.0,4.0,6.0,1.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
39,3.0,9.0,5.0,1.0,4.0,4.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0
40,6.0,3.0,1.0,5.0,6.0,4.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
41,13.0,6.0,5.0,5.0,9.0,9.0,2.0,9.0,2.0,3.0,2.0,1.0,0.0,1.0,7.0,5.0,0.0,0
42,6.0,0.0,6.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
43,13.0,0.0,6.0,0.0,6.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
44,15.0,13.0,6.0,6.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
45,13.0,15.0,6.0,6.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
46,13.0,6.0,2.0,2.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
47,13.0,22.0,2.0,2.0,2.0,6.0,2.0,9.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0
48,13.0,13.0,2.0,2.0,3.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
49,22.0,13.0,2.0,2.0,6.0,3.0,2.0,9.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,0.0,0
50,6.0,0.0,2.0,0.0,9.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
51,22.0,0.0,2.0,0.0,9.0,1.0,2.0,9.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,0
52,1.0,0.0,2.0,0.0,9.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0
53,3.0,1.0,2.0,2.0,4.0,9.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0
54,9.0,3.0,2.0,2.0,8.0,4.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,2.0,6.0,4.0,0.0,0
55,13.0,0.0,1.0,0.0,6.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
56,9.0,13.0,1.0,1.0,9.0,6.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,0
57,13.0,0.0,2.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
58,7.0,0.0,2.0,0.0,5.0,1.0,1.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
59,6.0,7.0,1.0,2.0,9.0,9.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
60,15.0,6.0,1.0,1.0,4.0,9.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,0
61,22.0,22.0,5.0,5.0,6.0,5.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
62,6.0,22.0,1.0,5.0,5.0,6.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0
63,6.0,9.0,2.0,2.0,4.0,7.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
64,6.0,6.0,2.0,2.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
65,13.0,0.0,4.0,0.0,5.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
66,13.0,13.0,5.0,4.0,7.0,5.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0
67,22.0,13.0,5.0,5.0,6.0,7.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
68,6.0,0.0,2.0,0.0,8.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
69,22.0,0.0,4.0,0.0,4.0,1.0,1.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
70,6.0,0.0,2.0,0.0,4.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
71,6.0,6.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
72,9.0,6.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0
73,6.0,8.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0
74,6.0,6.0,2.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0
75,6.0,0.0,2.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
76,9.0,6.0,2.0,2.0,8.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0
77,13.0,0.0,3.0,0.0,3.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
78,8.0,13.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
79,6.0,8.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
80,6.0,6.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
81,6.0,6.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
82,13.0,0.0,3.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
83,7.0,0.0,2.0,0.0,5.0,1.0,1.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
84,7.0,7.0,2.0,2.0,4.0,5.0,1.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
85,9.0,0.0,2.0,0.0,8.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
86,15.0,8.0,2.0,2.0,2.0,4.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0
87,3.0,6.0,2.0,2.0,9.0,6.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,3.0,4.0,4.0,0.0,0
88,8.0,6.0,2.0,2.0,2.0,6.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
89,15.0,8.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0
90,8.0,15.0,2.0,2.0,8.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,0
91,6.0,8.0,2.0,2.0,6.0,8.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,0
92,6.0,6.0,2.0,2.0,7.0,6.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
93,1.0,6.0,2.0,2.0,9.0,7.0,1.0,9.0,2.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,0.0,0
94,6.0,5.0,2.0,2.0,6.0,2.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,0
95,3.0,6.0,2.0,2.0,9.0,6.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,3.0,5.0,4.0,0.0,0
96,3.0,8.0,2.0,2.0,8.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,3.0,4.0,4.0,0.0,0
97,7.0,3.0,9.0,2.0,4.0,8.0,1.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
98,22.0,7.0,2.0,9.0,5.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0
99,22.0,22.0,2.0,2.0,5.0,5.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0
100,6.0,22.0,2.0,2.0,8.0,5.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0
101,1.0,6.0,2.0,2.0,4.0,8.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
102,6.0,1.0,2.0,2.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
103,1.0,6.0,2.0,2.0,7.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,0
104,15.0,3.0,2.0,2.0,9.0,8.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,0
105,6.0,15.0,2.0,2.0,6.0,9.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,0
106,13.0,0.0,4.0,0.0,3.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
107,6.0,14.0,4.0,5.0,4.0,6.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
108,13.0,6.0,4.0,4.0,8.0,4.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0
109,6.0,13.0,4.0,4.0,4.0,8.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0
110,6.0,6.0,5.0,4.0,2.0,4.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
111,13.0,6.0,1.0,5.0,6.0,2.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0
112,9.0,0.0,2.0,0.0,7.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
113,9.0,9.0,2.0,2.0,9.0,7.0,2.0,9.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,5.0,0.0,0
114,22.0,9.0,2.0,2.0,7.0,9.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0
115,15.0,0.0,5.0,0.0,8.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
116,9.0,0.0,8.0,0.0,7.0,1.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
117,22.0,0.0,8.0,0.0,4.0,1.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
118,6.0,0.0,5.0,0.0,5.0,1.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
119,8.0,0.0,1.0,0.0,6.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
120,6.0,0.0,4.0,0.0,7.0,1.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
121,6.0,0.0,1.0,0.0,8.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
122,8.0,0.0,6.0,0.0,7.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
123,8.0,8.0,6.0,6.0,2.0,7.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
124,9.0,8.0,6.0,6.0,7.0,2.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,0
125,9.0,6.0,6.0,6.0,8.0,9.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,0
126,22.0,0.0,9.0,0.0,4.0,1.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
127,6.0,22.0,2.0,9.0,6.0,4.0,2.0,6.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
128,22.0,0.0,2.0,0.0,7.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
129,13.0,0.0,6.0,0.0,4.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
130,22.0,13.0,6.0,6.0,4.0,4.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0
131,9.0,0.0,6.0,0.0,6.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
132,22.0,9.0,5.0,6.0,3.0,7.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0
133,6.0,22.0,5.0,5.0,8.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
134,6.0,0.0,6.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
135,6.0,6.0,6.0,6.0,4.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
136,6.0,0.0,1.0,0.0,3.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
137,6.0,6.0,1.0,1.0,3.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0
138,6.0,6.0,1.0,1.0,4.0,3.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
139,22.0,6.0,4.0,1.0,6.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
140,6.0,22.0,4.0,4.0,1.0,6.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
141,6.0,6.0,4.0,4.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0
142,22.0,6.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
143,6.0,6.0,4.0,4.0,4.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0
144,13.0,9.0,4.0,1.0,9.0,7.0,1.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
145,22.0,13.0,1.0,4.0,5.0,9.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
146,15.0,22.0,1.0,1.0,8.0,5.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
147,1.0,15.0,1.0,1.0,4.0,8.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,3.0,0.0,0
148,8.0,1.0,1.0,1.0,7.0,4.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
149,9.0,8.0,1.0,1.0,8.0,7.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
150,9.0,9.0,1.0,1.0,9.0,8.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0
151,22.0,8.0,1.0,1.0,7.0,7.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,6.0,5.0,0.0,0
152,6.0,22.0,8.0,1.0,9.0,7.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,2.0,7.0,1.0,0.0,1
153,6.0,6.0,8.0,8.0,9.0,9.0,2.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,1
154,6.0,6.0,8.0,8.0,9.0,9.0,2.0,9.0,2.0,3.0,6.0,1.0,0.0,1.0,3.0,5.0,0.0,1
155,22.0,6.0,8.0,8.0,7.0,9.0,2.0,9.0,2.0,3.0,7.0,1.0,0.0,1.0,3.0,5.0,0.0,1
156,6.0,0.0,2.0,0.0,7.0,1.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
157,6.0,6.0,2.0,2.0,4.0,7.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0
158,6.0,6.0,2.0,2.0,7.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,0
159,8.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0
160,6.0,8.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0
161,22.0,8.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0
162,14.0,22.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0
163,13.0,0.0,4.0,0.0,8.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
164,9.0,13.0,4.0,4.0,6.0,8.0,2.0,8.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0
165,22.0,9.0,7.0,1.0,7.0,9.0,2.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0
166,18.0,22.0,4.0,7.0,8.0,7.0,1.0,8.0,2.0,3.0,4.0,1.0,0.0,1.0,3.0,5.0,0.0,0
167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
168,13.0,9.0,4.0,4.0,3.0,7.0,1.0,8.0,2.0,3.0,6.0,1.0,0.0,1.0,7.0,4.0,0.0,0
169,1.0,1.0,4.0,4.0,6.0,6.0,2.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0
170,9.0,1.0,4.0,4.0,8.0,6.0,2.0,8.0,2.0,3.0,5.0,1.0,0.0,1.0,2.0,5.0,0.0,0
171,22.0,0.0,1.0,0.0,4.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
172,9.0,0.0,5.0,0.0,8.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
173,6.0,9.0,5.0,5.0,9.0,8.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0
174,3.0,0.0,2.0,0.0,3.0,1.0,2.0,9.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
175,22.0,0.0,3.0,0.0,7.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
176,15.0,22.0,3.0,3.0,7.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,0
177,15.0,15.0,3.0,3.0,6.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,0
178,22.0,15.0,3.0,3.0,6.0,6.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0
179,22.0,6.0,3.0,3.0,7.0,6.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
180,9.0,22.0,3.0,3.0,7.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0
181,22.0,17.0,3.0,3.0,7.0,5.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
182,22.0,22.0,3.0,3.0,7.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,3.0,0.0,0
183,9.0,22.0,3.0,3.0,4.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0
184,13.0,9.0,3.0,3.0,4.0,4.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
185,22.0,13.0,3.0,3.0,7.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0,4.0,0.0,0
186,13.0,22.0,3.0,3.0,9.0,7.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
187,22.0,6.0,3.0,3.0,5.0,5.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
188,6.0,22.0,3.0,3.0,7.0,5.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
189,1.0,0.0,1.0,0.0,9.0,1.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0
190,6.0,0.0,6.0,0.0,6.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
