,merchant_category_code_cat,merchant_category_code_previoustransaction_cat,zipcode_cat,zipcode_previoustransaction_cat,transaction_value_cat,transaction_value_previoustransaction_cat,pos_entry,creditcard_limit_cat,brand_visa_mastercard_cat,type_of_creditcard_cat,fraudscore_cat,type_person_cat,trans_nacional_cat,numb_of_installments_cat,transactionspeed_cat,dif_fraudscore_cat,transaction_limit_cat,TARGET
5438,19.0,19.0,1.0,1.0,4.0,4.0,9.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5439,6.0,19.0,1.0,1.0,3.0,4.0,9.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0
5440,6.0,19.0,1.0,1.0,1.0,4.0,9.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0
5441,13.0,0.0,3.0,0.0,3.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5442,13.0,13.0,3.0,3.0,4.0,3.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5443,3.0,0.0,8.0,0.0,2.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5444,15.0,0.0,5.0,0.0,2.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5445,3.0,6.0,6.0,6.0,4.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
5446,6.0,3.0,6.0,6.0,5.0,4.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
5447,14.0,6.0,2.0,2.0,4.0,4.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0
5448,6.0,0.0,2.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5449,1.0,6.0,6.0,6.0,4.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
5450,1.0,6.0,2.0,2.0,8.0,4.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,5.0,3.0,0.0,0
5451,1.0,1.0,2.0,2.0,8.0,8.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
5452,7.0,7.0,2.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
5453,22.0,0.0,0.0,0.0,8.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0
5454,6.0,0.0,1.0,0.0,8.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5455,4.0,0.0,6.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5456,4.0,4.0,6.0,6.0,4.0,4.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5457,6.0,0.0,3.0,0.0,5.0,1.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5458,6.0,6.0,3.0,3.0,6.0,5.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
5459,6.0,0.0,1.0,0.0,7.0,1.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5460,19.0,0.0,7.0,0.0,5.0,1.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5461,22.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0
5462,19.0,0.0,1.0,0.0,5.0,1.0,9.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5463,19.0,0.0,4.0,0.0,6.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5464,6.0,0.0,1.0,0.0,7.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5465,9.0,0.0,5.0,0.0,7.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0
5466,9.0,0.0,1.0,0.0,8.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0
5467,8.0,0.0,9.0,0.0,6.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5468,9.0,8.0,4.0,9.0,7.0,6.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0
5469,7.0,9.0,5.0,4.0,3.0,7.0,2.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5470,6.0,0.0,9.0,0.0,4.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5471,8.0,0.0,6.0,0.0,4.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5472,6.0,8.0,6.0,6.0,3.0,4.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5473,18.0,0.0,6.0,0.0,5.0,1.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5474,9.0,0.0,6.0,0.0,4.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5475,15.0,3.0,6.0,6.0,4.0,4.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5476,15.0,0.0,5.0,0.0,1.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5477,3.0,0.0,7.0,0.0,8.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5478,6.0,6.0,7.0,7.0,6.0,9.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5479,19.0,6.0,7.0,7.0,5.0,6.0,9.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0
5480,22.0,19.0,7.0,7.0,4.0,5.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0
5481,4.0,0.0,7.0,0.0,7.0,1.0,9.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5482,22.0,0.0,6.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5483,15.0,0.0,6.0,0.0,5.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5484,8.0,15.0,6.0,6.0,3.0,5.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5485,8.0,8.0,6.0,6.0,2.0,3.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5486,15.0,8.0,6.0,6.0,6.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5487,19.0,0.0,6.0,0.0,2.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5488,18.0,18.0,6.0,6.0,8.0,4.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,0.0,0
5489,19.0,18.0,6.0,6.0,2.0,8.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5490,18.0,19.0,6.0,6.0,3.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5491,4.0,0.0,2.0,0.0,9.0,1.0,9.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,0
5492,6.0,0.0,2.0,0.0,4.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5493,8.0,6.0,2.0,2.0,5.0,4.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5494,13.0,0.0,6.0,0.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5495,15.0,13.0,6.0,6.0,6.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,7.0,3.0,0.0,0
5496,15.0,15.0,6.0,6.0,2.0,6.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
5497,4.0,6.0,6.0,6.0,9.0,7.0,9.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,6.0,5.0,2.0,0
5498,6.0,18.0,6.0,6.0,5.0,8.0,9.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0
5499,6.0,0.0,1.0,0.0,8.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5500,8.0,6.0,1.0,1.0,4.0,8.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
5501,15.0,0.0,6.0,0.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5502,18.0,0.0,6.0,0.0,8.0,1.0,9.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5503,15.0,0.0,6.0,0.0,4.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5504,15.0,0.0,4.0,0.0,7.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5505,6.0,0.0,4.0,0.0,1.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5506,1.0,6.0,4.0,4.0,6.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0
5507,6.0,1.0,4.0,4.0,1.0,6.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
5508,15.0,6.0,4.0,4.0,1.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0
5509,8.0,0.0,1.0,0.0,1.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5510,6.0,0.0,3.0,0.0,1.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5511,8.0,6.0,3.0,3.0,6.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,0.0,0
5512,13.0,0.0,9.0,0.0,5.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5513,6.0,0.0,4.0,0.0,6.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5514,22.0,0.0,4.0,0.0,3.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5515,15.0,0.0,6.0,0.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5516,1.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5517,6.0,0.0,5.0,0.0,8.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5518,6.0,0.0,3.0,0.0,3.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5519,6.0,6.0,3.0,3.0,4.0,3.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5520,8.0,0.0,3.0,0.0,4.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5521,19.0,8.0,1.0,3.0,2.0,4.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
5522,19.0,0.0,3.0,0.0,5.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5523,6.0,19.0,3.0,3.0,5.0,5.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,0
5524,9.0,19.0,3.0,3.0,4.0,4.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0
5525,19.0,0.0,4.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5526,6.0,0.0,4.0,0.0,6.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5527,9.0,6.0,4.0,4.0,2.0,6.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5528,15.0,9.0,4.0,4.0,4.0,2.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0
5529,1.0,0.0,8.0,0.0,7.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5530,19.0,0.0,9.0,0.0,4.0,1.0,9.0,6.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5531,19.0,19.0,8.0,9.0,7.0,4.0,9.0,6.0,5.0,1.0,4.0,1.0,0.0,1.0,7.0,5.0,0.0,0
5532,19.0,0.0,1.0,0.0,5.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5533,13.0,6.0,1.0,1.0,4.0,2.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0
5534,3.0,0.0,4.0,0.0,9.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,0.0,3.0,2.0,3.0,2.0,0
5535,9.0,0.0,7.0,0.0,7.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5536,8.0,9.0,7.0,7.0,6.0,7.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5537,6.0,0.0,6.0,0.0,4.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5538,9.0,0.0,4.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5539,8.0,9.0,4.0,4.0,1.0,4.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5540,15.0,0.0,6.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5541,6.0,0.0,6.0,0.0,4.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5542,19.0,6.0,6.0,6.0,1.0,4.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,0.0,0
5543,3.0,0.0,6.0,0.0,6.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5544,15.0,0.0,1.0,0.0,2.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5545,5.0,0.0,5.0,0.0,3.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5546,4.0,0.0,4.0,0.0,2.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5547,6.0,4.0,4.0,4.0,1.0,2.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,0
5548,6.0,6.0,4.0,4.0,6.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,0
5549,9.0,9.0,1.0,1.0,5.0,9.0,9.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1
5550,9.0,9.0,1.0,1.0,6.0,5.0,9.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,1
5551,13.0,0.0,5.0,0.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5552,9.0,0.0,6.0,0.0,6.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5553,15.0,0.0,5.0,0.0,6.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5554,6.0,0.0,1.0,0.0,5.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5555,6.0,0.0,1.0,0.0,2.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5556,15.0,0.0,6.0,0.0,6.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5557,6.0,0.0,4.0,0.0,7.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5558,6.0,0.0,2.0,0.0,8.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5559,19.0,6.0,2.0,2.0,3.0,8.0,9.0,5.0,5.0,1.0,5.0,1.0,0.0,1.0,3.0,5.0,0.0,0
5560,15.0,19.0,2.0,2.0,6.0,3.0,9.0,5.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,0
5561,3.0,3.0,9.0,2.0,8.0,6.0,9.0,5.0,5.0,1.0,7.0,1.0,0.0,2.0,1.0,5.0,0.0,0
5562,13.0,3.0,2.0,9.0,4.0,8.0,9.0,5.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,0
5563,13.0,13.0,2.0,2.0,3.0,4.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0
5564,9.0,6.0,2.0,2.0,4.0,7.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0
5565,13.0,6.0,2.0,6.0,4.0,9.0,9.0,5.0,5.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0
5566,3.0,6.0,2.0,2.0,8.0,9.0,9.0,5.0,5.0,1.0,9.0,1.0,0.0,2.0,4.0,4.0,0.0,1
5567,6.0,3.0,2.0,2.0,9.0,8.0,9.0,5.0,5.0,1.0,6.0,1.0,0.0,1.0,6.0,1.0,0.0,0
5568,19.0,13.0,2.0,2.0,4.0,4.0,9.0,5.0,5.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,0.0,0
5569,19.0,19.0,2.0,2.0,4.0,4.0,9.0,5.0,5.0,1.0,7.0,1.0,0.0,1.0,2.0,5.0,0.0,0
5570,13.0,19.0,2.0,2.0,3.0,4.0,9.0,5.0,5.0,1.0,7.0,1.0,0.0,1.0,3.0,4.0,0.0,0
5571,6.0,0.0,2.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5572,9.0,0.0,2.0,0.0,5.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0
5573,6.0,0.0,2.0,0.0,8.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0
5574,19.0,6.0,2.0,2.0,3.0,8.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5575,19.0,0.0,1.0,0.0,4.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5576,18.0,0.0,4.0,0.0,3.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5577,8.0,0.0,8.0,0.0,7.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5578,15.0,0.0,6.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5579,19.0,0.0,2.0,0.0,1.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5580,6.0,19.0,2.0,2.0,2.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
5581,19.0,19.0,7.0,7.0,5.0,5.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0
5582,19.0,19.0,7.0,7.0,5.0,5.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5583,9.0,0.0,3.0,0.0,6.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5584,3.0,0.0,4.0,0.0,1.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5585,1.0,3.0,4.0,4.0,1.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5586,6.0,0.0,3.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5587,9.0,0.0,3.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5588,19.0,0.0,9.0,0.0,4.0,1.0,9.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5589,6.0,19.0,4.0,9.0,8.0,4.0,9.0,7.0,5.0,1.0,5.0,1.0,0.0,2.0,5.0,5.0,0.0,0
5590,6.0,6.0,9.0,9.0,4.0,1.0,9.0,7.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,0
5591,6.0,6.0,9.0,9.0,1.0,4.0,9.0,7.0,5.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0
5592,6.0,6.0,9.0,9.0,1.0,4.0,9.0,7.0,5.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,0
5593,6.0,6.0,9.0,9.0,3.0,1.0,9.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0
5594,19.0,6.0,9.0,9.0,5.0,3.0,9.0,7.0,5.0,1.0,3.0,1.0,0.0,1.0,6.0,5.0,0.0,0
5595,15.0,0.0,4.0,0.0,3.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5596,9.0,0.0,3.0,0.0,7.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5597,9.0,9.0,3.0,3.0,2.0,7.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0
5598,15.0,0.0,2.0,0.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5599,6.0,6.0,2.0,2.0,3.0,2.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
5600,15.0,0.0,2.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5601,6.0,15.0,2.0,2.0,2.0,2.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5602,6.0,0.0,3.0,0.0,1.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5603,6.0,6.0,3.0,3.0,2.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
5604,7.0,0.0,5.0,0.0,5.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5605,6.0,0.0,4.0,0.0,1.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5606,13.0,6.0,4.0,4.0,3.0,1.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5607,6.0,13.0,4.0,4.0,1.0,3.0,9.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0
5608,6.0,0.0,2.0,0.0,9.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0
5609,9.0,9.0,1.0,1.0,4.0,2.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0
5610,6.0,0.0,6.0,0.0,3.0,1.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5611,13.0,6.0,6.0,6.0,3.0,3.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0
5612,3.0,13.0,6.0,6.0,4.0,3.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0
5613,15.0,0.0,6.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5614,3.0,0.0,1.0,0.0,4.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5615,3.0,3.0,1.0,1.0,3.0,4.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,0
5616,6.0,0.0,8.0,0.0,4.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5617,6.0,0.0,3.0,0.0,8.0,1.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0
5618,6.0,0.0,7.0,0.0,3.0,1.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5619,19.0,6.0,7.0,7.0,3.0,3.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
5620,22.0,0.0,2.0,0.0,4.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5621,6.0,0.0,8.0,0.0,3.0,1.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5622,14.0,6.0,8.0,8.0,3.0,3.0,9.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0
5623,1.0,0.0,8.0,0.0,9.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,5.0,1
5624,15.0,15.0,1.0,1.0,1.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5625,15.0,19.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
5626,6.0,0.0,2.0,0.0,3.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0
